379 - 4938 : Tsubasa__Shunraiki
380 - 28025 : Tsukimonogatari
381 - 34076 : Uchouten_Kazoku_2
382 - 1364 : Detective_Conan_Movie_05__Countdown_to_Heaven
383 - 731 : Interstella5555__The_5tory_of_The_5ecret_5tar_5ystem
384 - 8129 : Kuragehime
385 - 24833 : Ansatsu_Kyoushitsu
386 - 18689 : Diamond_no_Ace
387 - 3016 : Ginga_Eiyuu_Densetsu__Arata_Naru_Tatakai_no_Overture
388 - 186 : Initial_D_Second_Stage
389 - 16662 : Kaze_Tachinu
390 - 22145 : Kuroshitsuji__Book_of_Circus
391 - 2150 : Tanoshii_Muumin_Ikka
392 - 23283 : Zankyou_no_Terror
393 - 1559 : Shijou_Saikyou_no_Deshi_Kenichi
394 - 24277 : Yowamushi_Pedal__Grande_Road
395 - 2025 : Darker_than_Black__Kuro_no_Keiyakusha
396 - 16918 : Gin_no_Saji
397 - 32122 : Gintama__Umai-mono_wa_Atomawashi_ni_Suru_to_Yokodorisareru_kara_Yappari_Saki_ni_Kue
398 - 35111 : Haikyuu_Movie_4__Concept_no_Tatakai
399 - 12069 : Hajime_no_Ippo__Boxer_no_Kobushi
400 - 20899 : JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders
401 - 23317 : Kuroshitsuji__Book_of_Murder
402 - 3927 : Mobile_Suit_Gundam_00_Second_Season
403 - 39783 : 5-toubun_no_Hanayome_
404 - 1367 : Detective_Conan_Movie_08__Magician_of_the_Silver_Sky
405 - 38668 : Dorohedoro
406 - 36946 : Dragon_Ball_Super_Movie__Broly
407 - 27833 : Durararax2_Ketsu
408 - 27821 : Fate_stay_night__Unlimited_Blade_Works_Prologue
409 - 25313 : Gintama__Futon_ni_Haitte_kara_Buki_Nokoshi_ni_Kizuite_Neru_ni_Nerenai_Toki_mo_Aru
410 - 8425 : Gosick
411 - 135 : Hikaru_no_Go
412 - 18679 : Kill_la_Kill
413 - 2449 : Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man
414 - 31051 : Kuroko_no_Basket__Saikou_no_Present_Desu
415 - 21557 : Omoide_no_Marnie
416 - 9130 : Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2
417 - 29831 : Tamayura__Sotsugyou_Shashin_Part_4_-_Ashita
418 - 5681 : Summer_Wars
419 - 39551 : Tensei_shitara_Slime_Datta_Ken_2nd_Season
420 - 40907 : World_Trigger_2nd_Season
421 - 30370 : Akatsuki_no_Yona_OVA
422 - 40935 : Beastars_2nd_Season
423 - 31964 : Boku_no_Hero_Academia
424 - 2164 : Dennou_Coil
425 - 21419 : Detective_Conan_Movie_18__The_Sniper_from_Another_Dimension
426 - 36370 : Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2
